	ra1m_Cov.2	rb1m_Cov.2	rc1m._Cov.2	rd1m_Cov.2	re1m._Cov.2	rf1m_Cov.2	rg1m._Cov.2	sa1m_Cov.1	sb1m_Cov.1	sc1m_Cov.1	sd1m_Cov.1	se1m_Cov.1	sf1m_Cov.1	sg1m_Cov.1
hsa-let-7i-5p:mirBase	8664.38103611074	9126.02402478883	3481.59094881696	251.860020284942	9091.32583062924	7637.06244070217	3524.81646725115	5471.75117450646	6675.80299371817	2039.36622772615	4097.93458510934	6006.00600600601	6676.52320430915	3301.89178442759
hsa-miR-1-1-3p:Novel	0	0	0	0	0	1.42243666245151	0	0	0	0	0	0	0	0
hsa-miR-1-1-5p:Novel	0	1.51595083468253	0	3.40351378763435	0	2.84487332490303	0	1.42753748356547	0	1.53798358048729	0	1.85256200061876	0	0
hsa-miR-1-2-3p:Novel	0	0	0	0	0	0	0	1.42753748356547	0	0	0	1.85256200061876	1.50711584747385	0
hsa-miR-1-2-5p:Novel	0	1.51595083468253	0	0	1.63719175772182	0	0	1.42753748356547	2.41701773849318	1.53798358048729	0	0	3.0142316949477	0
hsa-miR-100-3p:mirBase	0	1.51595083468253	0	0	0	0	1.54326465291206	0	0	1.53798358048729	0	0	0	1.51185521264999
hsa-miR-100-5p:mirBase	1.44599149467803	6.06380333873012	3.17808393319668	0	0	8.53461997470908	35.4950870169775	0	0	109.196834214598	21.7232427836163	1.85256200061876	21.0996218646339	60.4742085059998
hsa-miR-101-1-3p:Novel	1.44599149467803	0	3.17808393319668	0	0	1.42243666245151	1.54326465291206	1.42753748356547	4.83403547698637	0	1.55166019882974	0	1.50711584747385	0
hsa-miR-101-1-5p:Novel	1673.01215934248	1796.4017390988	1258.52123754588	37.4386516639779	676.16019593911	1216.18334639604	1342.6402480335	1214.83439851422	1111.82815970686	1307.2860434142	2147.49771518036	437.204632146026	488.305534581527	1105.16616044715
hsa-miR-101-2-3p:Novel	0	0	1.58904196659834	0	0	0	1.54326465291206	0	0	1.53798358048729	0	0	0	0
hsa-miR-101-2-5p:mirBase	0	0	0	0	0	0	1.54326465291206	0	0	1.53798358048729	0	0	0	0
hsa-miR-10226-3p:Novel	2.89198298935606	1.51595083468253	1.58904196659834	5.10527068145153	1.63719175772182	1.42243666245151	1.54326465291206	1.42753748356547	4.83403547698637	0	0	0	0	0
hsa-miR-10226-5p:Novel	0	1.51595083468253	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10392-3p:mirBase	0	1.51595083468253	1.58904196659834	0	0	0	1.54326465291206	0	4.83403547698637	0	1.55166019882974	3.70512400123751	0	0
hsa-miR-10392-5p:mirBase	0	0	1.58904196659834	1.70175689381718	0	0	0	0	2.41701773849318	1.53798358048729	0	0	0	1.51185521264999
hsa-miR-10393-3p:mirBase	1.44599149467803	0	0	0	0	0	0	0	0	0	0	0	4.52134754242154	1.51185521264999
hsa-miR-10393-5p:mirBase	0	0	0	0	0	0	0	0	0	0	0	1.85256200061876	1.50711584747385	0
hsa-miR-10394-3p:mirBase	0	0	0	0	0	2.84487332490303	0	1.42753748356547	4.83403547698637	0	1.55166019882974	7.41024800247502	0	0
hsa-miR-10394-5p:mirBase	1.44599149467803	0	0	1.70175689381718	3.27438351544363	0	0	0	0	1.53798358048729	0	0	1.50711584747385	0
hsa-miR-10395-3p:mirBase	8.67594896806817	22.7392625202379	9.53425179959003	1.70175689381718	16.3719175772181	15.6468032869666	7.71632326456032	9.99276238495832	12.0850886924659	24.6077372877967	6.20664079531895	20.3781820068063	31.6494327969508	10.58298648855
hsa-miR-10395-5p:mirBase	0	1.51595083468253	1.58904196659834	0	0	0	1.54326465291206	0	2.41701773849318	0	0	0	0	0
hsa-miR-10396a-3p:mirBase	0	1.51595083468253	0	0	1.63719175772182	1.42243666245151	1.54326465291206	0	9.66807095397273	1.53798358048729	1.55166019882974	1.85256200061876	0	0
hsa-miR-10396a-5p:mirBase	2.89198298935606	3.03190166936506	1.58904196659834	0	1.63719175772182	4.26730998735454	3.08652930582413	0	9.66807095397273	0	0	3.70512400123751	1.50711584747385	1.51185521264999
hsa-miR-10396b-3p:mirBase	0	3.03190166936506	6.35616786639335	0	3.27438351544363	7.11218331225756	3.08652930582413	0	4.83403547698637	3.07596716097459	0	1.85256200061876	0	0
hsa-miR-10396b-5p:mirBase	0	1.51595083468253	1.58904196659834	0	1.63719175772182	0	1.54326465291206	0	4.83403547698637	0	0	3.70512400123751	1.50711584747385	1.51185521264999
hsa-miR-10397-3p:mirBase	0	0	0	0	0	0	1.54326465291206	1.42753748356547	0	0	0	0	0	0
hsa-miR-10397-5p:mirBase	0	0	3.17808393319668	0	1.63719175772182	0	3.08652930582413	1.42753748356547	0	3.07596716097459	1.55166019882974	3.70512400123751	3.0142316949477	0
hsa-miR-10398-3p:mirBase	2.89198298935606	3.03190166936506	1.58904196659834	0	3.27438351544363	0	0	2.85507496713095	16.9191241694523	10.7658850634111	1.55166019882974	3.70512400123751	6.02846338989539	4.53556563794998
hsa-miR-10398-5p:mirBase	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10399-3p:mirBase	41.9337533456628	42.4466233711108	6.35616786639335	5.10527068145153	76.9480126129253	58.319903160512	7.71632326456032	18.5579872863512	21.7531596464386	3.07596716097459	18.6199223859569	22.2307440074251	43.7063595767416	0
hsa-miR-10399-5p:mirBase	13.0139234521023	7.57975417341265	1.58904196659834	0	18.00910933494	9.95705663716059	4.62979395873619	9.99276238495832	9.66807095397273	3.07596716097459	7.75830099414869	12.9679340043313	13.5640426272646	0
hsa-miR-103a-1-3p:Novel	0	0	0	0	1.63719175772182	0	0	1.42753748356547	0	1.53798358048729	1.55166019882974	0	0	1.51185521264999
hsa-miR-103a-1-5p:mirBase	0	0	0	0	1.63719175772182	0	0	1.42753748356547	0	1.53798358048729	0	0	0	1.51185521264999
hsa-miR-103a-2-3p:Novel	0	1.51595083468253	0	0	0	1.42243666245151	0	0	0	0	1.55166019882974	1.85256200061876	1.50711584747385	0
hsa-miR-103a-2-5p:mirBase	1.44599149467803	1.51595083468253	1.58904196659834	0	0	0	4.62979395873619	0	2.41701773849318	0	0	1.85256200061876	1.50711584747385	0
hsa-miR-103b-1-3p:Novel	1268.13454083263	1102.0962568142	1530.2474138342	15.3158120443546	762.931359098366	1273.0808128941	1456.84183234899	725.189041651261	1007.89639695166	1656.40831618482	735.486934245296	663.217196221515	777.671777296506	813.378104405697
hsa-miR-103b-1-5p:Novel	0	0	0	0	1.63719175772182	0	0	0	0	0	0	0	0	0
hsa-miR-103b-2-3p:Novel	1308.62230268362	1021.75086257602	1520.71316203461	15.3158120443546	720.364373397599	1381.18599924042	1561.78382874701	693.783217012821	971.641130874259	1696.39588927749	761.865157625401	746.582486249359	809.321210093456	863.269326423147
hsa-miR-103b-2-5p:Novel	0	0	0	0	0	0	1.54326465291206	0	0	0	0	0	0	0
hsa-miR-10400-3p:mirBase	0	0	0	1.70175689381718	3.27438351544363	1.42243666245151	0	2.85507496713095	9.66807095397273	4.61395074146188	0	3.70512400123751	3.0142316949477	1.51185521264999
hsa-miR-10400-5p:mirBase	11.5679319574242	10.6116558427777	39.7260491649584	6.80702757526871	24.5578763658272	22.7589865992242	15.4326465291206	77.0870241125356	24.1701773849318	24.6077372877967	23.2749029824461	24.0833060080438	91.9340666959047	54.4267876553998
hsa-miR-10401-3p:mirBase	10.1219404627462	16.6754591815078	9.53425179959003	0	6.54876703088726	17.0692399494182	9.25958791747238	12.8478373520893	12.0850886924659	4.61395074146188	7.75830099414869	3.70512400123751	10.5498109323169	7.55927606324997
hsa-miR-10401-5p:mirBase	4.33797448403408	1.51595083468253	1.58904196659834	0	0	0	1.54326465291206	0	2.41701773849318	0	0	0	0	0
hsa-miR-105-1-3p:Novel	0	0	0	0	6.54876703088726	5.68974664980605	3.08652930582413	0	2.41701773849318	0	1.55166019882974	3.70512400123751	3.0142316949477	0
hsa-miR-105-1-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-105-2-3p:Novel	2.89198298935606	4.54785250404759	6.35616786639335	0	1.63719175772182	0	4.62979395873619	1.42753748356547	4.83403547698637	0	1.55166019882974	1.85256200061876	1.50711584747385	0
hsa-miR-105-2-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10522-3p:Novel	2.89198298935606	0	0	0	0	2.84487332490303	0	2.85507496713095	0	0	1.55166019882974	9.26281000309378	3.0142316949477	0
hsa-miR-10522-5p:mirBase	1.44599149467803	0	0	0	0	0	0	0	0	0	0	9.26281000309378	1.50711584747385	0
hsa-miR-10523-3p:Novel	0	3.03190166936506	0	0	0	0	0	0	0	0	3.10332039765948	1.85256200061876	0	1.51185521264999
hsa-miR-10523-5p:mirBase	0	3.03190166936506	0	0	0	0	0	0	0	0	3.10332039765948	1.85256200061876	0	1.51185521264999
hsa-miR-10524-3p:Novel	0	0	0	0	0	1.42243666245151	0	0	0	0	0	0	0	0
hsa-miR-10524-5p:mirBase	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10525-3p:mirBase	1.44599149467803	0	0	0	0	0	0	0	0	0	0	0	1.50711584747385	0
hsa-miR-10525-5p:Novel	1.44599149467803	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10526-3p:mirBase	0	0	0	0	0	0	0	0	0	0	0	0	1.50711584747385	0
hsa-miR-10526-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	1.85256200061876	0	0
hsa-miR-10527-3p:Novel	2.89198298935606	3.03190166936506	0	0	3.27438351544363	1.42243666245151	0	0	4.83403547698637	0	1.55166019882974	1.85256200061876	4.52134754242154	4.53556563794998
hsa-miR-10527-5p:mirBase	0	1.51595083468253	0	0	3.27438351544363	1.42243666245151	0	0	2.41701773849318	0	1.55166019882974	1.85256200061876	3.0142316949477	1.51185521264999
hsa-miR-106a-3p:mirBase	13.0139234521023	0	61.9726366973352	0	6.54876703088726	14.2243666245151	41.6681456286257	0	2.41701773849318	13.8418522243857	21.7232427836163	5.55768600185627	0	45.3556563794998
hsa-miR-106a-5p:mirBase	232.804630643163	27.2871150242855	715.068884969252	5.10527068145153	224.295270807889	285.909769152754	854.968617713283	12.8478373520893	16.9191241694523	762.839855921698	265.333893999885	24.0833060080438	27.1280852545293	834.544077382797
hsa-miR-106b-3p:mirBase	347.037958722727	268.323297738808	290.794679887496	37.4386516639779	464.962459192995	261.728345891078	277.787637524171	159.884198159333	207.863525510414	210.703750526759	342.916903941372	244.538184081676	230.588724663499	133.0432587132
hsa-miR-106b-5p:mirBase	448.257363350189	398.695069521505	648.329122372122	11.9122982567202	468.236842708439	411.084195448487	756.199679926911	244.108909689696	449.565299359732	466.00902488765	678.075506888595	125.974216042075	296.901821952348	461.115839858248
hsa-miR-107-3p:Novel	0	1.51595083468253	0	0	0	4.26730998735454	0	1.42753748356547	2.41701773849318	0	0	1.85256200061876	0	0
hsa-miR-107-5p:Novel	148.937123951837	148.563181798888	238.356294989751	0	122.789381829136	125.174426295733	251.552138424666	114.202998685238	166.77422395603	167.640210273115	48.1014661637219	94.4806620315565	72.3415606787447	89.1994575463497
hsa-miR-10a-3p:mirBase	0	0	0	0	3.27438351544363	2.84487332490303	9.25958791747238	0	0	4.61395074146188	0	0	1.50711584747385	0
hsa-miR-10a-5p:mirBase	30.3658213882386	15.1595083468253	44.4931750647535	0	13.0975340617745	65.4320864727696	219.143580713513	18.5579872863512	4.83403547698637	90.7410312487504	27.9298835789353	3.70512400123751	12.0569267797908	34.7726698909499
hsa-miR-10b-3p:mirBase	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10b-5p:mirBase	0	1.51595083468253	0	1.70175689381718	0	1.42243666245151	3.08652930582413	0	0	3.07596716097459	0	0	0	0
hsa-miR-11181-3p:mirBase	1.44599149467803	0	0	0	0	0	0	0	0	0	0	0	1.50711584747385	1.51185521264999
hsa-miR-11181-5p:mirBase	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-11399-3p:Novel	5.78396597871211	3.03190166936506	0	1.70175689381718	0	2.84487332490303	3.08652930582413	2.85507496713095	2.41701773849318	3.07596716097459	0	1.85256200061876	6.02846338989539	4.53556563794998
hsa-miR-11399-5p:Novel	0	1.51595083468253	1.58904196659834	0	1.63719175772182	1.42243666245151	1.54326465291206	0	0	0	0	0	0	0
hsa-miR-11400-3p:Novel	2.89198298935606	0	1.58904196659834	0	1.63719175772182	4.26730998735454	3.08652930582413	0	0	0	3.10332039765948	1.85256200061876	0	1.51185521264999
hsa-miR-11400-5p:Novel	1.44599149467803	0	1.58904196659834	0	1.63719175772182	1.42243666245151	0	0	0	0	0	0	3.0142316949477	0
hsa-miR-11401-3p:Novel	23.1358639148484	4.54785250404759	22.2465875323767	3.40351378763435	36.0182186698799	21.3365499367727	33.9518223640654	19.9855247699166	55.5914079853432	24.6077372877967	72.9280293449977	16.6730580055688	1.50711584747385	15.1185521264999
hsa-miR-11401-5p:Novel	0	1.51595083468253	0	0	0	1.42243666245151	0	0	0	3.07596716097459	0	0	1.50711584747385	0
hsa-miR-1178-3p:mirBase	0	0	0	0	1.63719175772182	0	0	0	0	0	0	0	0	0
hsa-miR-1178-5p:mirBase	0	0	0	1.70175689381718	0	0	0	0	0	3.07596716097459	0	0	1.50711584747385	0
hsa-miR-1179-3p:Novel	0	0	1.58904196659834	0	1.63719175772182	2.84487332490303	1.54326465291206	0	2.41701773849318	1.53798358048729	0	0	0	0
hsa-miR-1179-5p:Novel	0	1.51595083468253	0	0	0	0	0	0	0	1.53798358048729	0	0	1.50711584747385	0
hsa-miR-1180-3p:mirBase	92.5434556593938	69.7337383953964	103.287727828892	8.50878446908588	99.8686972210307	82.5013264221877	95.6824084805479	49.9638119247916	38.6722838158909	138.418522243857	15.5166019882974	29.6409920099001	72.3415606787447	163.280362966199
hsa-miR-1180-5p:mirBase	0	0	3.17808393319668	0	0	0	0	0	2.41701773849318	0	0	0	0	1.51185521264999
hsa-miR-1181-3p:Novel	200.992817760246	172.818395153808	131.890483227662	3.40351378763435	183.365476864843	186.339202781148	146.610142026646	112.775461201672	215.114578725893	150.722390887755	55.8597671578706	240.833060080438	158.247163984754	131.53140350055
hsa-miR-1181-5p:Novel	1.44599149467803	0	1.58904196659834	0	0	1.42243666245151	4.62979395873619	1.42753748356547	7.25105321547955	9.22790148292377	4.65498059648921	5.55768600185627	3.0142316949477	1.51185521264999
hsa-miR-1182-3p:Novel	1.44599149467803	0	1.58904196659834	1.70175689381718	1.63719175772182	5.68974664980605	3.08652930582413	1.42753748356547	2.41701773849318	0	3.10332039765948	7.41024800247502	9.04269508484309	1.51185521264999
hsa-miR-1182-5p:Novel	0	0	0	1.70175689381718	0	0	0	0	0	0	0	1.85256200061876	1.50711584747385	0
hsa-miR-1183-3p:Novel	0	0	0	1.70175689381718	1.63719175772182	0	0	0	0	0	1.55166019882974	0	0	0
hsa-miR-1183-5p:Novel	1.44599149467803	0	0	0	0	0	0	0	0	1.53798358048729	0	0	1.50711584747385	0
hsa-miR-1184-1-3p:Novel	0	0	0	0	1.63719175772182	0	1.54326465291206	1.42753748356547	0	0	1.55166019882974	1.85256200061876	0	0
hsa-miR-1184-1-5p:Novel	0	0	0	0	0	0	0	0	0	3.07596716097459	0	0	0	0
hsa-miR-1184-2-3p:Novel	1.44599149467803	3.03190166936506	0	1.70175689381718	3.27438351544363	0	3.08652930582413	4.28261245069642	2.41701773849318	1.53798358048729	0	1.85256200061876	1.50711584747385	0
hsa-miR-1184-2-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1184-3-3p:Novel	0	0	1.58904196659834	0	0	2.84487332490303	1.54326465291206	1.42753748356547	2.41701773849318	0	0	0	0	0
hsa-miR-1184-3-5p:Novel	0	0	1.58904196659834	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1185-1-3p:mirBase	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1185-1-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1185-2-3p:mirBase	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1185-2-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1193-3p:Novel	0	0	0	0	1.63719175772182	0	0	0	0	1.53798358048729	0	0	0	0
hsa-miR-1193-5p:Novel	1.44599149467803	3.03190166936506	6.35616786639335	10.2105413629031	0	0	3.08652930582413	1.42753748356547	0	3.07596716097459	1.55166019882974	1.85256200061876	3.0142316949477	4.53556563794998
hsa-miR-1197-3p:Novel	0	1.51595083468253	1.58904196659834	1.70175689381718	3.27438351544363	1.42243666245151	0	0	0	0	1.55166019882974	3.70512400123751	0	0
hsa-miR-1197-5p:Novel	0	0	1.58904196659834	0	0	1.42243666245151	0	0	0	0	0	1.85256200061876	0	0
hsa-miR-1199-3p:mirBase	1.44599149467803	3.03190166936506	9.53425179959003	1.70175689381718	11.4603423040527	9.95705663716059	12.3461172232965	8.56522490139285	19.3361419079455	10.7658850634111	12.4132815906379	16.6730580055688	18.0853901696862	3.02371042529999
hsa-miR-1199-5p:mirBase	0	0	0	0	1.63719175772182	0	0	0	4.83403547698637	0	0	0	0	0
hsa-miR-1200-3p:Novel	1.44599149467803	1.51595083468253	0	0	0	0	0	0	0	0	1.55166019882974	0	1.50711584747385	0
hsa-miR-1200-5p:Novel	0	0	0	0	0	0	0	0	2.41701773849318	0	1.55166019882974	0	0	0
hsa-miR-1202-3p:Novel	0	1.51595083468253	1.58904196659834	0	1.63719175772182	4.26730998735454	1.54326465291206	2.85507496713095	4.83403547698637	0	0	0	0	0
hsa-miR-1202-5p:Novel	2.89198298935606	1.51595083468253	0	5.10527068145153	1.63719175772182	4.26730998735454	3.08652930582413	1.42753748356547	2.41701773849318	1.53798358048729	3.10332039765948	1.85256200061876	1.50711584747385	1.51185521264999
hsa-miR-1203-3p:Novel	0	1.51595083468253	0	1.70175689381718	1.63719175772182	0	4.62979395873619	1.42753748356547	2.41701773849318	0	0	0	0	0
hsa-miR-1203-5p:Novel	0	0	1.58904196659834	0	0	0	0	1.42753748356547	0	0	1.55166019882974	0	0	1.51185521264999
hsa-miR-1204-3p:Novel	1.44599149467803	0	0	0	0	0	1.54326465291206	0	0	0	0	0	0	0
hsa-miR-1204-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1205-3p:Novel	0	0	1.58904196659834	0	1.63719175772182	1.42243666245151	3.08652930582413	1.42753748356547	0	0	3.10332039765948	0	1.50711584747385	1.51185521264999
hsa-miR-1205-5p:Novel	10.1219404627462	4.54785250404759	0	0	1.63719175772182	2.84487332490303	4.62979395873619	0	7.25105321547955	4.61395074146188	0	7.41024800247502	7.53557923736924	3.02371042529999
hsa-miR-1206-3p:Novel	0	0	0	0	0	0	1.54326465291206	0	0	0	0	0	0	0
hsa-miR-1206-5p:Novel	0	0	0	0	0	0	0	0	0	1.53798358048729	0	0	0	1.51185521264999
hsa-miR-1207-3p:mirBase	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1207-5p:mirBase	0	1.51595083468253	0	0	1.63719175772182	0	1.54326465291206	1.42753748356547	2.41701773849318	3.07596716097459	0	1.85256200061876	3.0142316949477	0
hsa-miR-1208-3p:Novel	49.163710819053	53.0582792138885	49.2603009645485	6.80702757526871	37.6554104276017	31.2936065739333	55.5575275048343	24.2681372206131	24.1701773849318	59.9813596390045	15.5166019882974	46.3140500154689	54.2561705090585	65.0097741439498
hsa-miR-1208-5p:Novel	0	0	0	0	0	0	0	0	0	3.07596716097459	1.55166019882974	0	0	0
hsa-miR-12113-3p:Novel	2.89198298935606	3.03190166936506	1.58904196659834	6.80702757526871	3.27438351544363	1.42243666245151	1.54326465291206	1.42753748356547	12.0850886924659	0	4.65498059648921	1.85256200061876	0	3.02371042529999
hsa-miR-12113-5p:Novel	18.7978894308144	12.1276066774602	17.4794616325817	1.70175689381718	13.0975340617745	8.53461997470908	16.9759111820327	9.99276238495832	7.25105321547955	16.9178193853602	4.65498059648921	11.1153720037125	19.59250601716	16.6304073391499
hsa-miR-12114-3p:Novel	143.153157973125	168.270542649761	52.4383848977451	8.50878446908588	168.630751045347	204.830879393018	63.2738507693946	2409.68327225852	3395.90992258292	4240.22073140347	730.831953648807	1185.639680396	5567.28594056839	2474.90698310804
hsa-miR-12114-5p:Novel	0	0	0	1.70175689381718	0	1.42243666245151	0	0	0	0	0	0	0	1.51185521264999
hsa-miR-12115-3p:Novel	0	0	0	0	0	1.42243666245151	0	0	0	1.53798358048729	0	0	1.50711584747385	1.51185521264999
hsa-miR-12115-5p:Novel	0	0	0	0	0	0	0	0	0	0	1.55166019882974	0	0	3.02371042529999
hsa-miR-12116-3p:Novel	7.22995747339014	7.57975417341265	0	0	4.91157527316544	2.84487332490303	4.62979395873619	0	16.9191241694523	4.61395074146188	4.65498059648921	27.7884300092813	7.53557923736924	3.02371042529999
hsa-miR-12116-5p:Novel	1.44599149467803	0	0	0	0	0	1.54326465291206	0	9.66807095397273	1.53798358048729	0	9.26281000309378	0	1.51185521264999
hsa-miR-12117-3p:Novel	1.44599149467803	0	0	1.70175689381718	0	0	0	1.42753748356547	0	1.53798358048729	0	0	3.0142316949477	0
hsa-miR-12117-5p:Novel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-12118-3p:Novel	1.44599149467803	3.03190166936506	1.58904196659834	15.3158120443546	3.27438351544363	0	3.08652930582413	1.42753748356547	0	0	0	5.55768600185627	0	1.51185521264999
hsa-miR-12118-5p:Novel	1.44599149467803	0	0	1.70175689381718	0	0	0	0	0	0	0	1.85256200061876	0	0
hsa-miR-12119-3p:Novel	0	0	1.58904196659834	0	4.91157527316544	0	0	1.42753748356547	4.83403547698637	0	3.10332039765948	1.85256200061876	0	0
hsa-miR-12119-5p:Novel	0	0	0	0	0	0	0	1.42753748356547	0	0	0	0	0	0
hsa-miR-12120-3p:Novel	0	0	1.58904196659834	1.70175689381718	1.63719175772182	0	0	0	0	1.53798358048729	0	3.70512400123751	3.0142316949477	0
hsa-miR-12120-5p:Novel	0	1.51595083468253	0	0	0	0	1.54326465291206	0	0	0	0	0	0	0
hsa-miR-12121-3p:Novel	8.67594896806817	10.6116558427777	6.35616786639335	0	6.54876703088726	24.1814232616757	3.08652930582413	1.42753748356547	9.66807095397273	7.68991790243647	1.55166019882974	7.41024800247502	4.52134754242154	15.1185521264999
hsa-miR-12121-5p:Novel	7.22995747339014	9.09570500809518	1.58904196659834	3.40351378763435	1.63719175772182	8.53461997470908	9.25958791747238	5.7101499342619	45.9233370313705	13.8418522243857	13.9649417894676	16.6730580055688	3.0142316949477	12.0948417012
